accession	replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_28	acrif3	28	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	141	7.6e-85	274.0	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_29	acrif5	29	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	1.9000000000000002e-57	183.0	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_30	aca1	30	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_acrif3_2	1	1	0.143	1.5	1	aca1	accessory	68	1.6999999999999999e-35	112.9	0.958	0.971	1	66		GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_Aca_alone_1,GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_acrif5_3	Anti_CRISPR	acrif3	Antidefense
GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_30	aca1	30	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_acrif5_3	1	1	0.143	1.5	1	aca1	accessory	68	1.6999999999999999e-35	112.9	0.958	0.971	1	66		GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_Aca_alone_1,GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_acrif3_2	Anti_CRISPR	acrif5	Antidefense
GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1	GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1	GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1_65	ardc	65	defense-finder-models/ADF/Anti_RM/ardc	GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	293	7.100000000000001e-80	261.7	0.789	0.877	2	258			Anti_RM	ardc	Antidefense
GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1	GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1	GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1_80	ardc	80	defense-finder-models/ADF/Anti_RM/ardc	GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.3e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1	GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1	GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1_64	ardc	64	defense-finder-models/ADF/Anti_RM/ardc	GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.1e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1	GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1	GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1_63	ardc	63	defense-finder-models/ADF/Anti_RM/ardc	GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.1e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1	GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1	GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1_65	ardc	65	defense-finder-models/ADF/Anti_RM/ardc	GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.3e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_104	klca	104	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_ardb_klca_acric11_2	1	1	1.0	0.8	1	ardb	mandatory	143	4.8999999999999995e-62	202.5	0.859	0.993	1	142			Anti_RM	ardb_klca_acric11	Antidefense
GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_111	ardk	111	defense-finder-models/ADF/Anti_RM/ardk	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_ardk_3	1	1	1.0	1.0	1	ardk	mandatory	104	1.9e-19	63.9	0.918	0.952	3	101			Anti_RM	ardk	Antidefense
GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_266	aca4	266	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_Aca_alone_1	1	1	0.077	1.0	1	aca4	mandatory	74	1.4e-17	57.9	0.957	0.905	4	70			Anti_CRISPR	Aca_alone	Antidefense
GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1	GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1	GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1_63	ardc	63	defense-finder-models/ADF/Anti_RM/ardc	GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.3e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1	GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1	GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1_63	ardc	63	defense-finder-models/ADF/Anti_RM/ardc	GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.2e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_15	ardc	15	defense-finder-models/ADF/Anti_RM/ardc	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_ardc_2	1	1	1.0	1.0	1	ardc	mandatory	1449	7.4e-93	302.9	0.932	0.215	215	526			Anti_RM	ardc	Antidefense
GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_53	klca	53	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	143	1.7e-62	201.7	0.859	0.993	1	142			Anti_RM	ardb_klca_acric11	Antidefense
GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_60	ardk	60	defense-finder-models/ADF/Anti_RM/ardk	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_ardk_3	1	1	1.0	1.0	1	ardk	mandatory	99	1.3e-19	62.2	0.9	0.98	1	97			Anti_RM	ardk	Antidefense
GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_15	ardc	15	defense-finder-models/ADF/Anti_RM/ardc	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_ardc_2	1	1	1.0	1.0	1	ardc	mandatory	1449	7.4e-93	302.9	0.932	0.215	215	526			Anti_RM	ardc	Antidefense
GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_53	klca	53	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	143	1.7e-62	201.7	0.859	0.993	1	142			Anti_RM	ardb_klca_acric11	Antidefense
GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_60	ardk	60	defense-finder-models/ADF/Anti_RM/ardk	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_ardk_3	1	1	1.0	1.0	1	ardk	mandatory	99	1.3e-19	62.2	0.9	0.98	1	97			Anti_RM	ardk	Antidefense
GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_8	ardc	8	defense-finder-models/ADF/Anti_RM/ardc	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_ardc_2	1	1	1.0	1.0	1	ardc	mandatory	1689	8.5e-93	302.3	0.932	0.183	215	523			Anti_RM	ardc	Antidefense
GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_30	klca	30	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	143	7.4e-63	202.5	0.859	0.993	1	142			Anti_RM	ardb_klca_acric11	Antidefense
GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_37	ardk	37	defense-finder-models/ADF/Anti_RM/ardk	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_ardk_3	1	1	1.0	1.0	1	ardk	mandatory	103	1.6e-18	58.3	0.918	0.961	1	99			Anti_RM	ardk	Antidefense
GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1	GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1	GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1_64	ardc	64	defense-finder-models/ADF/Anti_RM/ardc	GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.1e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1	GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1	GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1_82	ardc	82	defense-finder-models/ADF/Anti_RM/ardc	GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.4e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1	GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1	GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1_82	ardc	82	defense-finder-models/ADF/Anti_RM/ardc	GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.3e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_11	ardk	11	defense-finder-models/ADF/Anti_RM/ardk	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_ardk_3	1	1	1.0	1.0	1	ardk	mandatory	105	4.9e-21	67.0	0.936	0.971	2	103			Anti_RM	ardk	Antidefense
GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_24	klca	24	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	147	9e-62	199.6	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_65	ardc	65	defense-finder-models/ADF/Anti_RM/ardc	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_ardc_2	1	1	1.0	1.0	1	ardc	mandatory	1062	4.7e-92	300.5	0.913	0.287	1	305			Anti_RM	ardc	Antidefense
GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_11	ardk	11	defense-finder-models/ADF/Anti_RM/ardk	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_ardk_3	1	1	1.0	1.0	1	ardk	mandatory	105	4.9e-21	67.0	0.936	0.971	2	103			Anti_RM	ardk	Antidefense
GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_24	klca	24	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	147	9e-62	199.6	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_65	ardc	65	defense-finder-models/ADF/Anti_RM/ardc	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_ardc_2	1	1	1.0	1.0	1	ardc	mandatory	1062	4.7e-92	300.5	0.913	0.287	1	305			Anti_RM	ardc	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_7	ardk	7	defense-finder-models/ADF/Anti_RM/ardk	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_ardk_9	1	1	1.0	1.0	1	ardk	mandatory	97	6.1e-40	128.3	0.873	0.969	2	95			Anti_RM	ardk	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_25	acrie1	25	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_3	1	1	0.143	1.5	1	acrie1	mandatory	101	4.900000000000001e-59	189.7	0.99	0.99	1	100			Anti_CRISPR	acrie1	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_26	acrif3	26	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_5	1	1	0.143	1.5	1	acrif3	mandatory	141	6.7e-84	271.8	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_27	acrif5	27	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_7	1	1	0.143	1.5	1	acrif5	mandatory	80	4e-58	186.1	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	aca1	28	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_3	1	1	0.143	1.5	1	aca1	accessory	68	2.5e-35	113.3	0.958	0.971	1	66		GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_Aca_alone_1,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_5,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_7	Anti_CRISPR	acrie1	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	aca1	28	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_5	1	1	0.143	1.5	1	aca1	accessory	68	2.5e-35	113.3	0.958	0.971	1	66		GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_Aca_alone_1,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_3,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_7	Anti_CRISPR	acrif3	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	aca1	28	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_7	1	1	0.143	1.5	1	aca1	accessory	68	2.5e-35	113.3	0.958	0.971	1	66		GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_Aca_alone_1,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_3,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_5	Anti_CRISPR	acrif5	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_39	ardk	39	defense-finder-models/ADF/Anti_RM/ardk	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_ardk_10	1	1	1.0	1.0	1	ardk	mandatory	97	6.1e-40	128.3	0.873	0.969	2	95			Anti_RM	ardk	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_57	acrie1	57	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_4	1	1	0.143	1.5	1	acrie1	mandatory	101	4.900000000000001e-59	189.7	0.99	0.99	1	100			Anti_CRISPR	acrie1	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_58	acrif3	58	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_6	1	1	0.143	1.5	1	acrif3	mandatory	141	6.7e-84	271.8	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_59	acrif5	59	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_8	1	1	0.143	1.5	1	acrif5	mandatory	80	4e-58	186.1	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	aca1	60	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_4	1	1	0.143	1.5	1	aca1	accessory	68	2.5e-35	113.3	0.958	0.971	1	66		GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_Aca_alone_2,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_6,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_8	Anti_CRISPR	acrie1	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	aca1	60	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_6	1	1	0.143	1.5	1	aca1	accessory	68	2.5e-35	113.3	0.958	0.971	1	66		GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_Aca_alone_2,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_4,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_8	Anti_CRISPR	acrif3	Antidefense
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	aca1	60	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_8	1	1	0.143	1.5	1	aca1	accessory	68	2.5e-35	113.3	0.958	0.971	1	66		GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_Aca_alone_2,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_4,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_6	Anti_CRISPR	acrif5	Antidefense
GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_3	klca	3	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_ardb_klca_acric11_4	1	1	1.0	0.8	1	ardb	mandatory	142	5.300000000000001e-57	183.9	0.865	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_18	acrif3	18	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	141	8.9e-85	274.0	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
