accession	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_052171915.1_ASM5217191v1_genomic_all_plasmids.part_JBQJKB010000002.1	GCA_052171915.1_ASM5217191v1_genomic_all_plasmids.part_JBQJKB010000002.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052171915.1_ASM5217191v1_genomic_all_plasmids.part_JBQJKB010000002.1_2	GCA_052171915.1_ASM5217191v1_genomic_all_plasmids.part_JBQJKB010000002.1_2	GCA_052171915.1_ASM5217191v1_genomic_all_plasmids.part_JBQJKB010000002.1_2	1	klca
GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_3	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_3	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_3	1	klca
GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_27	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_29	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_27,GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_29	2	aca1,acrif3
GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_28	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_29	GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_28,GCA_052692625.1_ASM5269262v1_genomic_all_plasmids.part_CP187731.1_29	2	aca1,acrif5
GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_3	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_3	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_3	1	klca
GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_28	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_30	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_28,GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_30	2	aca1,acrif3
GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_29	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_30	GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_29,GCA_052692635.1_ASM5269263v1_genomic_all_plasmids.part_CP187733.1_30	2	aca1,acrif5
GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1	GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1_65	GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1_65	GCA_052695655.1_ASM5269565v1_genomic_all_plasmids.part_CP199766.1_65	1	ardc
GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1	GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1_80	GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1_80	GCA_052695665.1_ASM5269566v1_genomic_all_plasmids.part_CP199769.1_80	1	ardc
GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1	GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1_64	GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1_64	GCA_052695675.1_ASM5269567v1_genomic_all_plasmids.part_CP199773.1_64	1	ardc
GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1	GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1_63	GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1_63	GCA_052695685.1_ASM5269568v1_genomic_all_plasmids.part_CP199778.1_63	1	ardc
GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1	GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1_65	GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1_65	GCA_052695695.1_ASM5269569v1_genomic_all_plasmids.part_CP199781.1_65	1	ardc
GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_ardb_klca_acric11_2	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_104	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_104	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_104	1	klca
GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_ardk_3	Anti_RM	ardk	Antidefense	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_111	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_111	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_111	1	ardk
GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_266	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_266	GCA_052695735.1_ASM5269573v1_genomic_all_plasmids.part_CP199798.1_266	1	aca4
GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1	GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1_63	GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1_63	GCA_052695765.1_ASM5269576v1_genomic_all_plasmids.part_CP199804.1_63	1	ardc
GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1	GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1_63	GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1_63	GCA_052695815.1_ASM5269581v1_genomic_all_plasmids.part_CP199814.1_63	1	ardc
GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_15	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_15	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_15	1	ardc
GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_53	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_53	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_53	1	klca
GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_ardk_3	Anti_RM	ardk	Antidefense	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_60	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_60	GCA_052695875.1_ASM5269587v1_genomic_all_plasmids.part_CP199820.1_60	1	ardk
GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_15	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_15	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_15	1	ardc
GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_53	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_53	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_53	1	klca
GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_ardk_3	Anti_RM	ardk	Antidefense	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_60	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_60	GCA_052696105.1_ASM5269610v1_genomic_all_plasmids.part_CP199822.1_60	1	ardk
GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_8	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_8	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_8	1	ardc
GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_30	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_30	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_30	1	klca
GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_ardk_3	Anti_RM	ardk	Antidefense	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_37	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_37	GCA_052696125.1_ASM5269612v1_genomic_all_plasmids.part_CP199825.1_37	1	ardk
GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1	GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1_64	GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1_64	GCA_052696245.1_ASM5269624v1_genomic_all_plasmids.part_CP199828.1_64	1	ardc
GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1	GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1_82	GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1_82	GCA_052697115.1_ASM5269711v1_genomic_all_plasmids.part_CP199840.1_82	1	ardc
GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1	GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1_82	GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1_82	GCA_052697425.1_ASM5269742v1_genomic_all_plasmids.part_CP199842.1_82	1	ardc
GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_ardk_3	Anti_RM	ardk	Antidefense	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_11	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_11	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_11	1	ardk
GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_24	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_24	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_24	1	klca
GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_65	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_65	GCA_052698235.1_ASM5269823v1_genomic_all_plasmids.part_CP199859.1_65	1	ardc
GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_ardk_3	Anti_RM	ardk	Antidefense	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_11	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_11	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_11	1	ardk
GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_24	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_24	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_24	1	klca
GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_65	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_65	GCA_052698675.1_ASM5269867v1_genomic_all_plasmids.part_CP199861.1_65	1	ardc
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_ardk_9	Anti_RM	ardk	Antidefense	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_7	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_7	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_7	1	ardk
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_3	Anti_CRISPR	acrie1	Antidefense	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_25	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_25,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	2	aca1,acrie1
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_5	Anti_CRISPR	acrif3	Antidefense	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_26	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_26,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	2	aca1,acrif3
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_7	Anti_CRISPR	acrif5	Antidefense	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_27	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_27,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_28	2	aca1,acrif5
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_ardk_10	Anti_RM	ardk	Antidefense	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_39	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_39	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_39	1	ardk
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrie1_4	Anti_CRISPR	acrie1	Antidefense	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_57	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_57,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	2	aca1,acrie1
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif3_6	Anti_CRISPR	acrif3	Antidefense	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_58	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_58,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	2	aca1,acrif3
GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_acrif5_8	Anti_CRISPR	acrif5	Antidefense	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_59	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_59,GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_60	2	aca1,acrif5
GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_3	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_3	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_3	1	klca
GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_18	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_20	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_18,GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_20	2	aca1,acrif3
GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_19	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_20	GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_19,GCA_052975045.1_ASM5297504v1_genomic_all_plasmids.part_CP158065.1_20	2	aca1,acrif5
GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_3	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_3	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_3	1	klca
GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_19	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_21	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_19,GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_21	2	aca1,acrif3
GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_20	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_21	GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_20,GCA_053048035.1_ASM5304803v1_genomic_all_plasmids.part_CP158059.1_21	2	aca1,acrif5
GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_3	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_3	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_3	1	klca
GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_34	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_36	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_34,GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_36	2	aca1,acrif3
GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_34	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_36	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_34,GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_36	2	aca1,acrif3
GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_34	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_35	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_34,GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_35	2	aca1,acrif5
GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_34	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_35	GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_34,GCA_053146995.1_ASM5314699v1_genomic_all_plasmids.part_JBRONO010000002.1_35	2	aca1,acrif5
GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_3	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_3	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_3	1	klca
